Solução ótima! Status final = 2	MIPgap = -6.27744e+066
Funcao objetivo :	3.3606188705e+006	DEF (MW): 1.4266813819e+003	VFol (hm3): 0.0000000000e+000	CIO : 1.5490258732e+006	CFO : 1.4377984470e+006
CTL :2.9671273203e+006	CTQ :2.9696728836e+006
Tempo de resolucao (s):	0.0000e+000	Criar modelo (s):0.0000e+000
flags =	2	1	0	10	1	1	1

Estágio 1 
Periodo   	             1	             2	             3	             4	             5	             6	             7	             8	             9	             10	             11	             12	             13	             14	             15	             16	             17	             18	             19	             20	             21	             22	             23	             24
pt11      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
pt12      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
pt13      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
pt14      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u1        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u2        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u3        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u4        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u5        	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u6        	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u7        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u8        	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u9        	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u10       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u11       	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u12       	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
u13       	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
u14       	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000	  1.000000e+000
up1       	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up2       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up3       	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up4       	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up5       	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up6       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up7       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up8       	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up9       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up10      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up11      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up12      	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up13      	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
up14      	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud1       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud2       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud3       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud4       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud5       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud6       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud7       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud8       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud9       	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud10      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud11      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud12      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  1.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud13      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
ud14      	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000	  0.000000e+000
F1        	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003	  4.998125e+003
F2        	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003	  4.788014e+003
F3        	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003	  5.672310e+003
F4        	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003	  5.321228e+003
